title,source_country,date,url,clean_text,headline_length_words,topic_category,month
Batı Şeriada İsrail vahşeti ! Filistinli aileye yol ortasında alçak saldırı ! ,Turkey,2026-04-06 17:30:00,https://www.yeniakit.com.tr/haber/bati-seriada-israil-vahseti-filistinli-aileye-yol-ortasinda-alcak-saldiri-1993854.html,batı şeriada i srail vahşeti filistinli aileye yol ortasında alçak saldırı,11,Other,2026-04
"SDG 6 in Palestine : Water , Sanitation and Life Under Blockade",United States,2026-04-06 11:00:00,https://borgenproject.org/sdg-6-in-palestine/,sdg 6 in palestine water sanitation and life under blockade,10,Other,2026-04
"Filistin topraklarını gasbeden silahlı İsrailliler , Batı Şeriada Filistinli 1 genci öldürdü",Turkey,2026-04-11 16:15:00,https://www.haberler.com/guncel/israilli-askerlerin-deyr-cirir-koyunde-filistinli-genci-oldurmesi-19740235-haberi/,filistin topraklarını gasbeden silahlı i srailliler batı şeriada filistinli 1 genci öldürdü,12,Other,2026-04
İsrailin Gazzeye saldırılarında can kaybı 72 bin 315  e yükseldi,Turkey,2026-04-08 14:45:00,https://www.aa.com.tr/tr/dunya/israilin-gazzeye-saldirilarinda-can-kaybi-72-bin-315e-yukseldi/3898105,i srailin gazzeye saldırılarında can kaybı 72 bin 315 e yükseldi,11,Other,2026-04
"İsrail askerleri Batı Şeriada 2 Filistinliyi yaraladı , 8 kişiyi gözaltına aldı",Turkey,2026-04-12 10:00:00,https://www.haberler.com/guncel/israil-askerleri-bati-seria-da-2-filistinliyi-19741839-haberi/,i srail askerleri batı şeriada 2 filistinliyi yaraladı 8 kişiyi gözaltına aldı,12,Other,2026-04
"İsrail askerleri Batı Şeriada 2 Filistinliyi yaraladı , 8 kişiyi gözaltına aldı",Turkey,2026-04-12 10:30:00,https://www.internethaber.com/israil-askerleri-bati-seriada-2-filistinliyi-yaraladi-8-kisiyi-gozaltina-aldi-2439063h.htm,i srail askerleri batı şeriada 2 filistinliyi yaraladı 8 kişiyi gözaltına aldı,12,Other,2026-04
"Filistin topraklarını gasbeden İsrailliler , Batı Şeriada Filistinli genci öldüresiye darbetti",Turkey,2026-04-04 23:30:00,https://www.haberler.com/guncel/israil-in-kusra-beldesine-saldirisi-bir-filistinli-genc-hastaneye-kaldirildi-19717589-haberi/,filistin topraklarını gasbeden i srailliler batı şeriada filistinli genci öldüresiye darbetti,11,Other,2026-04
"İsrail askerleri , Batı Şeriada 1 Filistinliyi yaraladı",Turkey,2026-04-14 00:45:00,https://www.aa.com.tr/tr/dunya/israil-askerleri-bati-seriada-1-filistinliyi-yaraladi/3904545,i srail askerleri batı şeriada 1 filistinliyi yaraladı,8,Other,2026-04
"İsrailli bir grup , işgal altındaki Batı Şeriada Filistinlilere ait 3 dönüm araziyi gasbetti",Turkey,2026-04-09 17:15:00,https://www.haberler.com/guncel/israil-in-bati-seria-da-filistin-topraklarina-el-koymasi-19733911-haberi/,i srailli bir grup işgal altındaki batı şeriada filistinlilere ait 3 dönüm araziyi gasbetti,14,Other,2026-04
İşgal askerleri işgal altındaki Doğu Kudüste 10 Filistinliyi gözaltına aldı,Turkey,2026-04-13 11:15:00,https://www.haksozhaber.net/isgal-askerleri-isgal-altindaki-dogu-kuduste-10-filistinliyi-gozaltina-aldi-202972h.htm,i şgal askerleri işgal altındaki doğu kudüste 10 filistinliyi gözaltına aldı,11,Other,2026-04
"İsrail , Gazzedeki soykırımı eleştiren dünyaca ünlü isimleri  antisemitizm listesine  ekleyerek hedef aldı",Turkey,2026-04-15 08:00:00,https://www.haberler.com/guncel/israil-elestirileri-antisemitizm-listesiyle-hedef-aliyor-19750805-haberi/,i srail gazzedeki soykırımı eleştiren dünyaca ünlü isimleri antisemitizm listesine ekleyerek hedef aldı,13,Other,2026-04
  الإحصاء : الرقم القياسي العام لأسعار المستهلك يسجل ارتفاعاً نسبته 5 . 27 بالمئة خلال آذار الماضي,Israel,2026-04-14 09:30:00,https://pnn.ps/news/721740,الإحصاء الرقم القياسي العام لأسعار المستهلك يسجل ارتفاعا نسبته 5 27 بالمئة خلال آذار الماضي,15,Other,2026-04
Israeli occupiers torch Palestinian property in West Bank villages,Turkey,2026-04-06 05:30:00,https://aa.com.tr/en/middle-east/israeli-occupiers-torch-palestinian-property-in-west-bank-villages/3892243,israeli occupiers torch palestinian property in west bank villages,9,Other,2026-04
Gazzede kadınlar İsrailin  idam yasasını  protesto etti,Turkey,2026-04-06 18:15:00,https://www.haberler.com/guncel/gazze-de-filistinli-kadinlardan-idam-yasasina-protesto-19723048-haberi/,gazzede kadınlar i srailin idam yasasını protesto etti,8,Protest / Activism,2026-04
"Toprağı halktan ayırmak , İsrailin sömürgeci genişlemesini desteklemektedir",Turkey,2026-04-04 12:15:00,https://www.haksozhaber.net/topragi-halktan-ayirmak-israilin-somurgeci-genislemesini-desteklemektedir-202414h.htm,toprağı halktan ayırmak i srailin sömürgeci genişlemesini desteklemektedir,8,Other,2026-04
تظاهرة في إسطنبول رفضا لقانون إعدام الأسرى وتنديدا بالعدوان على غزة,Israel,2026-04-10 21:45:00,https://palinfo.com/news/2026/04/10/1105734/,تظاهرة في إسطنبول رفضا لقانون إعدام الأسرى وتنديدا بالعدوان على غزة,11,Other,2026-04
Siyonizm ve İran savaşı,Turkey,2026-04-04 12:15:00,https://www.haksozhaber.net/siyonizm-ve-iran-savasi-202418h.htm,siyonizm ve i ran savaşı,5,Other,2026-04
"İsrail ordusu , Batı Şeriada biri kadın 17 Filistinliyi gözaltına aldı",Turkey,2026-04-15 08:15:00,https://www.haberler.com/guncel/israil-ordusu-bati-seria-da-biri-kadin-17-19750819-haberi/,i srail ordusu batı şeriada biri kadın 17 filistinliyi gözaltına aldı,11,Other,2026-04
"BM raportörleri : Batı Şeriada zorla yerinden edilmeler , günlük saldırılarla etnik temizliğe yol açıyor",Turkey,2026-04-13 15:15:00,https://www.haberler.com/guncel/bm-raportorleri-bati-seria-da-zorla-yerinden-19745822-haberi/,bm raportörleri batı şeriada zorla yerinden edilmeler günlük saldırılarla etnik temizliğe yol açıyor,13,Other,2026-04
Batı Şeriada toplama kampı - Son Dakika Haberler,Turkey,2026-04-15 06:00:00,https://www.sabah.com.tr/dunya/bati-seriada-toplama-kampi-7563707,batı şeriada toplama kampı son dakika haberler,7,Other,2026-04
"İsrail , soykırımı eleştiren dünyaca ünlü isimler için liste hazırladı ! Komedyenler , sosyal medya fenomenleri , aktivistler ... ",Turkey,2026-04-15 08:00:00,https://www.milliyet.com.tr/dunya/son-dakika-israil-soykirimi-elestiren-dunyaca-unlu-isimler-icin-liste-hazirladi-komedyenler-sosyal-medya-fenomenleri-aktivistler-7571644,i srail soykırımı eleştiren dünyaca ünlü isimler için liste hazırladı komedyenler sosyal medya fenomenleri aktivistler,15,Other,2026-04
İsrail soykırımının ilk iki yılında Gazzede 21 binden fazla çocuk hayatını kaybetti,Turkey,2026-04-06 11:00:00,https://www.trthaber.com/haber/dunya/israil-soykiriminin-ilk-iki-yilinda-gazzede-21-binden-fazla-cocuk-hayatini-kaybetti-940566.html,i srail soykırımının ilk iki yılında gazzede 21 binden fazla çocuk hayatını kaybetti,13,Other,2026-04
J . D . Vance Responds To Heckler Who Yelled  Youre Killing Children  From Gaza,United States,2026-04-15 01:00:00,https://www.tmz.com/2026/04/14/jd-vance-responds-to-heckler-gaza-comments/,j d vance responds to heckler who yelled youre killing children from gaza,13,Aid / Humanitarian,2026-04
Batı Şeriada 60  tan fazla Filistinli gözaltına alındı ! ,Turkey,2026-04-09 17:15:00,https://dogruhaber.com.tr/bati-seriada-60ten-fazla-filistinl-gozaltina-alindi,batı şeriada 60 tan fazla filistinli gözaltına alındı,8,Other,2026-04
الباروميتر العربي التاسع في فلسطين,Israel,2026-04-04 20:30:00,https://pcpsr.org/ar/node/1011,الباروميتر العربي التاسع في فلسطين,5,Other,2026-04
"İsrail ordusu , işgal altındaki Batı Şeriada Filistinlilere ait bir ev ile ticari işletmeyi yıktı",Turkey,2026-04-13 19:30:00,https://www.haberler.com/guncel/israil-ordusu-tulkerim-de-filistinlilere-ait-evi-ve-isletmeyi-yikti-19746617-haberi/,i srail ordusu işgal altındaki batı şeriada filistinlilere ait bir ev ile ticari işletmeyi yıktı,15,Other,2026-04
Little enthusiasm as Palestinians gear up for local polls,Israel,2026-04-16 12:45:00,https://www.al-monitor.com/originals/2026/04/little-enthusiasm-palestinians-gear-local-polls,little enthusiasm as palestinians gear up for local polls,9,Other,2026-04
"Filistinden , İsraillilerin saldırılarına karşı uluslararası caydırıcılık çağrısı",Turkey,2026-04-07 15:15:00,https://www.haberler.com/guncel/filistin-hukumeti-israil-saldirilarina-karsi-uluslararasi-destek-cagrisi-yapti-19725969-haberi/,filistinden i sraillilerin saldırılarına karşı uluslararası caydırıcılık çağrısı,8,Other,2026-04
نبض لا يتوقف وصمود في وجه التحديات,Israel,2026-04-11 23:00:00,https://www.addustour.com/articles/1559873-%D9%86%D8%A8%D8%B6-%D9%84%D8%A7-%D9%8A%D8%AA%D9%88%D9%82%D9%81-%D9%88%D8%B5%D9%85%D9%88%D8%AF-%D9%81%D9%8A-%D9%88%D8%AC%D9%87-%D8%A7%D9%84%D8%AA%D8%AD%D8%AF%D9%8A%D8%A7%D8%AA,نبض لا يتوقف وصمود في وجه التحديات,7,Other,2026-04
"İsrail okul yollarını kapattı , kk çocuk gözyaşlarına boğuldu",Turkey,2026-04-14 07:30:00,https://www.haberler.com/guncel/israil-okul-yollarini-kapatti-kucuk-cocuk-19747525-haberi/,i srail okul yollarını kapattı kk çocuk gözyaşlarına boğuldu,9,Other,2026-04
"Batı Şeriada öğrenciler , işgalci İsraillilerin kapattığı yol nedeniyle derslerini sokakta yaptı",Turkey,2026-04-14 08:00:00,https://www.trthaber.com/haber/dunya/bati-seriada-ogrenciler-isgalci-israillilerin-kapattigi-yol-nedeniyle-derslerini-sokakta-yapti-941567.html,batı şeriada öğrenciler işgalci i sraillilerin kapattığı yol nedeniyle derslerini sokakta yaptı,12,Other,2026-04
Thinking about the day after for Israelis and Palestinians,Israel,2026-04-16 21:15:00,http://www.jpost.com/opinion/article-892996,thinking about the day after for israelis and palestinians,9,Other,2026-04
"Batı Şeriada öğrenciler , israillilerin kapattığı yol nedeniyle derslerini sokakta yaptı",Turkey,2026-04-14 08:45:00,https://www.risalehaber.com/bati-seriada-ogrenciler-israillilerin-kapattigi-yol-nedeniyle-derslerini-sokakta-451738h.htm,batı şeriada öğrenciler israillilerin kapattığı yol nedeniyle derslerini sokakta yaptı,10,Other,2026-04
"Gazzede soykırım dediler , antisemitist ilan edildiler . İsrailin listesinde kimler var ? ",Turkey,2026-04-15 13:45:00,https://www.ntv.com.tr/dunya/gazzede-soykirim-dediler-antisemitist-ilan-edildiler-israilin-listesinde-kimler-var-1720193,gazzede soykırım dediler antisemitist ilan edildiler i srailin listesinde kimler var,11,Other,2026-04
Cisjordanie : lescalade de la violence des colons inquiète jusquen Israël,France,2026-04-02 09:45:00,https://www.laprovence.com/article/france-monde/17178695540799/cisjordanie-lescalade-de-la-violence-des-colons-inquiete-jusquen-israel,cisjordanie lescalade de la violence des colons inquiète jusquen israël,10,Conflict / Attack,2026-04
BM : İsrailin Gazzedeki yerleşim bölgelerine saldırıları ve top atışları devam ediyor,Turkey,2026-04-16 22:30:00,https://www.trthaber.com/haber/dunya/bm-israilin-gazzedeki-yerlesim-bolgelerine-saldirilari-ve-top-atislari-devam-ediyor-941942.html,bm i srailin gazzedeki yerleşim bölgelerine saldırıları ve top atışları devam ediyor,12,Other,2026-04
BM : İsrailin Gazzedeki yerleşim bölgelerine saldırıları ve top atışları devam ediyor,Turkey,2026-04-16 21:45:00,https://www.bursahakimiyet.com.tr/dunya/bm-israil-in-gazze-deki-yerlesim-bolgelerine-saldirilari-ve-top-atislari-devam-ediyor-1610418,bm i srailin gazzedeki yerleşim bölgelerine saldırıları ve top atışları devam ediyor,12,Other,2026-04
Avrupadan ortak çağrı : AB - İsrail anlaşmaları askıya alınsın ! ,Turkey,2026-04-15 08:15:00,https://www.haber7.com/dunya/haber/3620178-avrupadan-ortak-cagri-ab-israil-anlasmalari-askiya-alinsin,avrupadan ortak çağrı ab i srail anlaşmaları askıya alınsın,9,Other,2026-04
نظام صحي متهالك : ارقام صادمة بشأن القطاع الصحي الفلسطيني – تلفزيون الفجر,Israel,2026-04-07 09:15:00,https://alfajertv.com/news/palnews/725325.html,نظام صحي متهالك ارقام صادمة بشأن القطاع الصحي الفلسطيني تلفزيون الفجر,11,Other,2026-04
Rusya : Filistin meselesi göz ardı edilmemeli,Turkey,2026-04-10 22:45:00,https://www.ensonhaber.com/dunya/rusya-filistin-meselesi-goz-ardi-edilmemeli,rusya filistin meselesi göz ardı edilmemeli,6,Other,2026-04
رغم اعتراض واشنطن .. العمل الدولية تمنح فلسطين صفة عضو مراقب بصلاحيات موسعة,Israel,2026-04-03 00:30:00,https://palinfo.com/news/2026/04/03/1105004/,رغم اعتراض واشنطن العمل الدولية تمنح فلسطين صفة عضو مراقب بصلاحيات موسعة,12,Other,2026-04
BM : İsrailin Gazzedeki yerleşim bölgelerine saldırıları ve top atışları devam ediyor,Turkey,2026-04-16 19:30:00,https://www.haberler.com/guncel/bm-israil-in-gazze-deki-saldirilarini-kinadi-19756553-haberi/,bm i srailin gazzedeki yerleşim bölgelerine saldırıları ve top atışları devam ediyor,12,Other,2026-04
Sumud Filosu Gazzeye doğru yola çıkıyor !  İsrailin en korktuğu şey başına gelecek  ,Turkey,2026-04-12 10:00:00,https://www.milliyet.com.tr/dunya/son-dakika-sumud-filosu-gazzeye-dogru-yola-cikiyor-israilin-en-korktugu-sey-basina-gelecek-7570016,sumud filosu gazzeye doğru yola çıkıyor i srailin en korktuğu şey başına gelecek,13,Other,2026-04
İstanbulda İsrailin Filistinli esirlere yönelik  idam yasası  protesto edildi,Turkey,2026-04-10 16:45:00,https://www.yeniakit.com.tr/haber/istanbulda-israilin-filistinli-esirlere-yonelik-idam-yasasi-protesto-edildi-1994705.html,i stanbulda i srailin filistinli esirlere yönelik idam yasası protesto edildi,11,Protest / Activism,2026-04
Israël approuve en catimini la création de 34 nouvelles colonies en Cisjordanie,France,2026-04-11 07:45:00,https://www.huffingtonpost.fr/international/article/israel-approuve-en-catimini-la-creation-de-34-nouvelles-colonies-en-cisjordanie_262497.html,israël approuve en catimini la création de 34 nouvelles colonies en cisjordanie,12,Other,2026-04
Gazzedeki Filistinli Esirler Günü etkinliklerinde idam yasasının iptali çağrısı,Turkey,2026-04-16 21:15:00,https://www.haberler.com/guncel/gazze-deki-filistinli-esirler-gunu-etkinliklerinde-19756750-haberi/,gazzedeki filistinli esirler günü etkinliklerinde idam yasasının iptali çağrısı,9,Other,2026-04
Paris  : deux étudiants des Beaux - Arts sanctionnés pour un drapeau et des affiches en soutien à la Palestine,France,2026-04-15 19:30:00,https://www.leparisien.fr/societe/paris-deux-etudiants-des-beaux-arts-sanctionnes-pour-un-drapeau-et-des-affiches-en-soutien-a-la-palestine-15-04-2026-JV4O3QBLO5G7DGHQGTG3IIJ2EA.php,paris deux étudiants des beaux arts sanctionnés pour un drapeau et des affiches en soutien à la palestine,18,Other,2026-04
  الحروب المتدحرجة  وملحق  الدولة والطائفية - الحياة الجديدة,Israel,2026-04-03 21:00:00,https://www.alhaya.ps/ar/Article/175085/%D8%A7%D9%84%D8%AD%D8%B1%D9%88%D8%A8-%D8%A7%D9%84%D9%85%D8%AA%D8%AF%D8%AD%D8%B1%D8%AC%D8%A9-%D9%88%D9%85%D9%84%D8%AD%D9%82-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D8%A9-%D9%88%D8%A7%D9%84%D8%B7%D8%A7%D8%A6%D9%81%D9%8A%D8%A9,الحروب المتدحرجة وملحق الدولة والطائفية الحياة الجديدة,7,Other,2026-04
Küresel Sumud Filosu aynı hedef ve genişleyen stratejisiyle Gazzeye doğru yola çıkıyor,Turkey,2026-04-12 12:00:00,https://www.dunya.com/gundem/kuresel-sumud-filosu-ayni-hedef-ve-genisleyen-stratejisiyle-gazzeye-dogru-yola-cikiyor-haberi-821349,küresel sumud filosu aynı hedef ve genişleyen stratejisiyle gazzeye doğru yola çıkıyor,12,Other,2026-04
Küresel Sumud Filosu bu kez iki katı katılımla yola çıkıyor,Turkey,2026-04-12 09:45:00,https://www.yeniasya.com.tr/dunya/kuresel-sumud-filosu-bu-kez-iki-kati-katilimla-yola-cikiyor_621336,küresel sumud filosu bu kez iki katı katılımla yola çıkıyor,10,Other,2026-04
"Mısırdan , Gazzede ateşkesin eksiksiz uygulanması ve yardım akışının sürmesi çağrısı",Turkey,2026-04-07 16:45:00,https://www.haberler.com/guncel/misir-disisleri-bakani-abdulati-den-trump-in-gazze-plani-na-destek-19726248-haberi/,mısırdan gazzede ateşkesin eksiksiz uygulanması ve yardım akışının sürmesi çağrısı,10,Other,2026-04
الجمعية العامة لاتحاد شركات أنظمة المعلومات الفلسطينية ( بيتا ) تنتخب المهندس مصطفى سلامة رئيساً لمجلس الإدارة ، وناهض عيد,Israel,2026-04-16 17:45:00,https://pnn.ps/news/721893,الجمعية العامة لاتحاد شركات أنظمة المعلومات الفلسطينية بيتا تنتخب المهندس مصطفى سلامة رئيسا لمجلس الإدارة وناهض عيد,17,Other,2026-04
BMden dikkat çeken rapor ! Etnik temizlik ... ,Turkey,2026-04-14 06:45:00,https://www.bursahakimiyet.com.tr/dunya/bm-den-dikkat-ceken-rapor-etnik-temizlik-1609058,bmden dikkat çeken rapor etnik temizlik,6,Other,2026-04
Avrupadan 350 eski üst düzey isimden AB - İsrail Ortaklık Anlaşması  nın askıya alınması çağrısı,Turkey,2026-04-15 08:15:00,https://www.aa.com.tr/tr/dunya/avrupadan-350-eski-ust-duzey-isimden-ab-israil-ortaklik-anlasmasinin-askiya-alinmasi-cagrisi/3905937,avrupadan 350 eski üst düzey isimden ab i srail ortaklık anlaşması nın askıya alınması çağrısı,15,Other,2026-04
Küresel Sumud Filosu aynı hedef ve genişleyen stratejisiyle Gazzeye doğru yola çıkıyor,Turkey,2026-04-12 07:45:00,https://www.aa.com.tr/tr/dunya/kuresel-sumud-filosu-ayni-hedef-ve-genisleyen-stratejisiyle-gazzeye-dogru-yola-cikiyor/3902566,küresel sumud filosu aynı hedef ve genişleyen stratejisiyle gazzeye doğru yola çıkıyor,12,Other,2026-04
Moscow concerned about halt in Palestinian peace efforts,Turkey,2026-04-10 23:15:00,https://aa.com.tr/en/middle-east/moscow-concerned-about-halt-in-palestinian-peace-efforts/3901556,moscow concerned about halt in palestinian peace efforts,8,Other,2026-04
Küresel Sumud Filosu aynı hedef ve genişleyen stratejisiyle Gazzeye doğru yola çıkıyor,Turkey,2026-04-12 07:15:00,https://www.haberler.com/guncel/kuresel-sumud-filosu-gazze-ye-dogru-yola-cikiyor-19741230-haberi/,küresel sumud filosu aynı hedef ve genişleyen stratejisiyle gazzeye doğru yola çıkıyor,12,Other,2026-04
Sanatın büyüleyici gücü Gazzenin umuduyla birleşti,Turkey,2026-04-11 14:45:00,https://www.sabah.com.tr/yasam/sanatin-buyuleyici-gucu-gazzenin-umuduyla-birlesti-7561538,sanatın büyüleyici gücü gazzenin umuduyla birleşti,6,Other,2026-04
Küresel Sumud Filosu Gazzeye doğru yola çıkıyor : İsrailin en korktuğu şey başına gelecek,Turkey,2026-04-12 13:30:00,https://www.sabah.com.tr/dunya/kuresel-sumud-filosu-gazzeye-dogru-yola-cikiyor-israilin-en-korktugu-sey-basina-gelecek-7562033,küresel sumud filosu gazzeye doğru yola çıkıyor i srailin en korktuğu şey başına gelecek,14,Other,2026-04
Filistin direnişinin sembol ismi Bergusinin İsrail hapishanesinde işkencelere maruz kaldığı belirtildi,Turkey,2026-04-15 02:30:00,https://www.haberler.com/guncel/-19750274-haberi/,filistin direnişinin sembol ismi bergusinin i srail hapishanesinde işkencelere maruz kaldığı belirtildi,12,Other,2026-04
"İsrail , 12 yıl hapis yatan Filistinlinin tahliyesini idari tutuklulukla engelledi",Turkey,2026-04-09 16:15:00,https://www.haberler.com/guncel/israil-12-yil-hapis-yatan-filistinlinin-19733729-haberi/,i srail 12 yıl hapis yatan filistinlinin tahliyesini idari tutuklulukla engelledi,11,Other,2026-04
Filistin direnişinin sembol ismi Bergusi hapishanede işkencelere maruz kaldı - Evrensel,Turkey,2026-04-15 05:30:00,https://www.evrensel.net/haber/5979679/filistin-direnisinin-sembol-ismi-bergusi-hapishanede-iskencelere-maruz-kaldi,filistin direnişinin sembol ismi bergusi hapishanede işkencelere maruz kaldı evrensel,10,Other,2026-04
İşgalci İsrail askerleri Batı Şeriadaki kontrol noktasında 70 Filistinli işçiyi gözaltına aldı,Turkey,2026-04-14 15:30:00,https://www.trthaber.com/haber/dunya/isgalci-israil-askerleri-bati-seriadaki-kontrol-noktasinda-70-filistinli-isciyi-gozaltina-aldi-941627.html,i şgalci i srail askerleri batı şeriadaki kontrol noktasında 70 filistinli işçiyi gözaltına aldı,14,Other,2026-04
"TBMM Başkanı Kurtulmuş : Bir Gün Nehirden Denize Özgür Bir Filistin Mutlaka Kurulacak , Başkenti Kudüs Olan Bir Filistin Devleti Var Olacak",Turkey,2026-04-11 16:45:00,https://www.haberler.com/guncel/tbmm-baskani-kurtulmus-bir-gun-nehirden-denize-19740279-haberi/,tbmm başkanı kurtulmuş bir gün nehirden denize özgür bir filistin mutlaka kurulacak başkenti kudüs olan bir filistin devleti var olacak,20,Other,2026-04
"EuroPalestine Derneği Başkanı Zemor , Filistini savunduğu için  skandal bir ceza  aldığını söyledi : ",Turkey,2026-04-07 09:15:00,https://www.aa.com.tr/tr/dunya/europalestine-dernegi-baskani-zemor-filistini-savundugu-icin-skandal-bir-ceza-aldigini-soyledi/3895776,europalestine derneği başkanı zemor filistini savunduğu için skandal bir ceza aldığını söyledi,12,Other,2026-04
عن غزة التي خرجت من حسابات الحرب والسلام,Israel,2026-04-16 22:45:00,https://www.aljazeera.net/opinions/2026/4/17/%D8%B9%D9%86-%D8%BA%D8%B2%D8%A9-%D8%A7%D9%84%D8%AA%D9%8A-%D8%AE%D8%B1%D8%AC%D8%AA-%D9%85%D9%86-%D8%AD%D8%B3%D8%A7%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D8%AD%D8%B1%D8%A8,عن غزة التي خرجت من حسابات الحرب والسلام,8,Other,2026-04
Hakan Fidan : Dünya İsrailin sabotajlarına ses çıkarmalı,Turkey,2026-04-09 15:30:00,https://www.haber7.com/dunya/haber/3618758-hakan-fidan-dunya-israilin-sabotajlarina-ses-cikarmali,hakan fidan dünya i srailin sabotajlarına ses çıkarmalı,8,Other,2026-04
"Berlinde , İsraile silah sağladığı gerekçesiyle Rheinmetall şirketi protesto edildi",Turkey,2026-04-10 10:30:00,https://www.haberler.com/guncel/berlin-de-israil-e-silah-sagladigi-gerekcesiyle-19735805-haberi/,berlinde i sraile silah sağladığı gerekçesiyle rheinmetall şirketi protesto edildi,10,Protest / Activism,2026-04
"EuroPalestine Derneği Başkanı Zemor , Filistini savunduğu için  skandal bir ceza  aldığını söyledi Açıklaması",Turkey,2026-04-07 09:15:00,https://www.haberler.com/guncel/europalestine-dernegi-baskani-zemor-filistin-i-19724257-haberi/,europalestine derneği başkanı zemor filistini savunduğu için skandal bir ceza aldığını söyledi açıklaması,13,Other,2026-04
Katil İsrailin kısıtlamaları nedeniyle Gazzede yanık hastaları için tıbbi malzemeler tükenmek üzere,Turkey,2026-04-07 11:00:00,https://www.trthaber.com/haber/dunya/katil-israilin-kisitlamalari-nedeniyle-gazzede-yanik-hastalari-icin-tibbi-malzemeler-tukenmek-uzere-940727.html,katil i srailin kısıtlamaları nedeniyle gazzede yanık hastaları için tıbbi malzemeler tükenmek üzere,13,Other,2026-04
Filistin direnişinin sembol ismi Bergusinin İsrail hapishanesinde işkencelere maruz kaldığı belirtildi,Turkey,2026-04-15 03:30:00,https://www.aa.com.tr/tr/dunya/filistin-direnisinin-sembol-ismi-bergusinin-israil-hapishanesinde-iskencelere-maruz-kaldigi-belirtildi/3905815,filistin direnişinin sembol ismi bergusinin i srail hapishanesinde işkencelere maruz kaldığı belirtildi,12,Other,2026-04
"Son Dakika : Başkan Erdoğan ,  kimse güvende değildir  diyerek uyardı ! ",Turkey,2026-04-16 17:45:00,https://www.haber7.com/siyaset/haber/3620621-son-dakika-baskan-erdogan-kimse-guvende-degildir-diyerek-uyardi,son dakika başkan erdoğan kimse güvende değildir diyerek uyardı,9,Other,2026-04
Gideon Levy :  Une folie collective a saisi Israël ,France,2026-04-09 09:45:00,https://www.lavie.fr/actualite/geopolitique/gideon-levy-une-folie-collective-a-saisi-israel-103737.php,gideon levy une folie collective a saisi israël,8,Other,2026-04
برهم يبحث مع ممثل اليونيسف مستجدات التعليم في ظل الظروف الراهنة,Israel,2026-04-16 13:30:00,https://pnn.ps/news/721888,برهم يبحث مع ممثل اليونيسف مستجدات التعليم في ظل الظروف الراهنة,11,Other,2026-04
Filistin merkezli insan hakları derneği direktörünün Fransaya girişi engellendi,Turkey,2026-04-16 12:00:00,https://www.haberler.com/guncel/fransa-insan-haklari-savunucusu-jabarin-in-ulkeye-girisini-engelledi-19755094-haberi/,filistin merkezli insan hakları derneği direktörünün fransaya girişi engellendi,9,Other,2026-04
Son dakika : Numan Kurtulmuş : Filistin davasının yarım kalması asla düşünülemez,Turkey,2026-04-11 13:15:00,https://www.haberturk.com/son-dakika-numan-kurtulmus-filistin-davasinin-yarim-kalmasi-asla-dusunulemez-3876574,son dakika numan kurtulmuş filistin davasının yarım kalması asla düşünülemez,10,Other,2026-04
Numan Kurtulmuş : Bizim milletimiz asla Filistin davasına sırt çevirmeyecek,Turkey,2026-04-11 12:15:00,https://www.haberler.com/guncel/numan-kurtulmus-bizim-milletimiz-asla-filistin-19739408-haberi/,numan kurtulmuş bizim milletimiz asla filistin davasına sırt çevirmeyecek,9,Other,2026-04
İsrailden Filistinli esire psikolojik işkence ! Serbest kalacağı gün idari tutukluluk dediler,Turkey,2026-04-09 17:00:00,https://www.milliyet.com.tr/dunya/israilden-filistinli-esire-psikolojik-iskence-serbest-kalacagi-gun-idari-tutukluluk-dediler-7568772,i srailden filistinli esire psikolojik işkence serbest kalacağı gün idari tutukluluk dediler,12,Other,2026-04
رئيس الوزراء الإسرائيلي الأسبق إيهود أولمرت : إسرائيل ترتكب جرائم ضد الإنسانية وتطهيرا عرقيا في الضفة الغربية - شبكة فلسطين للأنباء,Israel,2026-04-04 23:30:00,https://www.shfanews.net/post/273965,رئيس الوزراء الإسرائيلي الأسبق إيهود أولمرت إسرائيل ترتكب جرائم ضد الإنسانية وتطهيرا عرقيا في الضفة الغربية شبكة فلسطين للأنباء,19,Other,2026-04
أزمة المياه في فلسطين تتفاقم إلى  تجويع مائي  يهدد حياة الملايين,Israel,2026-04-07 14:45:00,https://palinfo.com/news/2026/04/07/1105440/,أزمة المياه في فلسطين تتفاقم إلى تجويع مائي يهدد حياة الملايين,11,Other,2026-04
"Turkish President Erdogan says regional actors key to peace , security",Turkey,2026-04-16 21:15:00,https://aa.com.tr/en/turkiye/turkish-president-erdogan-says-regional-actors-key-to-peace-security/3908622,turkish president erdogan says regional actors key to peace security,10,Politics / Election,2026-04
"İsrailde aşırı sağcı gruplar , Filistin ve Lübnan topraklarının gasbını istiyor",Turkey,2026-04-07 14:45:00,https://www.aa.com.tr/tr/dunya/israilde-asiri-sagci-gruplar-filistin-ve-lubnan-topraklarinin-gasbini-istiyor/3896027,i srailde aşırı sağcı gruplar filistin ve lübnan topraklarının gasbını istiyor,11,Other,2026-04
